state,state.po,county,FIPS,candidatevotesR,candidatevotesD,totalvotes,fracvotesR,partywonR
Kansas,KS,Ellis,20051,8466,2742,11947,0.708629782,1
Kansas,KS,Ellsworth,20053,1969,521,2679,0.734975737,1
Kansas,KS,Finney,20055,6350,3195,10159,0.625061522,1
Kansas,KS,Ford,20057,5114,2149,7718,0.662606893,1
Kansas,KS,Franklin,20059,7185,2892,10965,0.655266758,1
Kansas,KS,Geary,20061,4274,2722,7504,0.5695629,1
Kansas,KS,Gove,20063,1140,149,1343,0.848845867,1
Kansas,KS,Graham,20065,1025,188,1284,0.798286604,1
Kansas,KS,Grant,20067,1804,441,2389,0.755127668,1
Kansas,KS,Gray,20069,1698,263,2066,0.821878025,1
Kansas,KS,Greeley,20071,534,83,650,0.821538462,1
Kansas,KS,Greenwood,20073,2160,485,2840,0.76056338,1
Kansas,KS,Hamilton,20075,705,121,876,0.804794521,1
Kansas,KS,Harper,20077,1996,393,2578,0.7742436,1
Kansas,KS,Harvey,20079,8668,5068,14916,0.581120944,1
Kansas,KS,Haskell,20081,1040,245,1354,0.768094535,1
Kansas,KS,Hodgeman,20083,855,124,1017,0.840707965,1
Kansas,KS,Jackson,20085,3939,1512,5818,0.677036782,1
Kansas,KS,Jefferson,20087,5213,2518,8337,0.625284875,1
Kansas,KS,Jewell,20089,1223,180,1494,0.818607764,1
Kansas,KS,Johnson,20091,137490,129852,290090,0.473956358,1
Kansas,KS,Kearny,20093,1075,174,1316,0.816869301,1
Kansas,KS,Kingman,20095,2530,599,3334,0.75884823,1
Kansas,KS,Kiowa,20097,900,114,1079,0.834105653,1
Kansas,KS,Labette,20099,5335,2291,8107,0.65807327,1
Kansas,KS,Lane,20101,718,106,871,0.824339839,1
Kansas,KS,Leavenworth,20103,17638,10209,30301,0.582093,1
Kansas,KS,Lincoln,20105,1179,215,1464,0.805327869,1
Kansas,KS,Linn,20107,3484,736,4427,0.786988932,1
Kansas,KS,Logan,20109,1132,149,1357,0.834193073,1
Kansas,KS,Lyon,20111,6552,4649,12288,0.533203125,1
Kansas,KS,McPherson,20113,8549,3226,12742,0.67093078,1
Kansas,KS,Marion,20115,4003,1204,5624,0.711770982,1
Kansas,KS,Marshall,20117,3307,1072,4673,0.707682431,1
Kansas,KS,Meade,20119,1415,210,1720,0.822674419,1
Kansas,KS,Miami,20121,10003,3991,15022,0.665890028,1
Kansas,KS,Mitchell,20123,2308,477,2942,0.78450034,1
Kansas,KS,Montgomery,20125,8679,2637,12004,0.723008997,1
Kansas,KS,Morris,20127,1820,601,2624,0.693597561,1
Kansas,KS,Morton,20129,995,147,1192,0.834731544,1
Kansas,KS,Nemaha,20131,4124,725,5122,0.805154237,1
Kansas,KS,Neosho,20133,4431,1501,6314,0.701773836,1
Kansas,KS,Ness,20135,1228,162,1454,0.844566713,1
Kansas,KS,Norton,20137,1840,281,2234,0.823634736,1
Kansas,KS,Osage,20139,4826,1753,7046,0.684927619,1
Kansas,KS,Osborne,20141,1460,233,1788,0.81655481,1
Kansas,KS,Ottawa,20143,2283,424,2903,0.786427833,1
Kansas,KS,Pawnee,20145,1904,579,2661,0.715520481,1
Kansas,KS,Phillips,20147,2233,300,2664,0.838213213,1
Kansas,KS,Pottawatomie,20149,7612,2225,10693,0.711867577,1
Kansas,KS,Pratt,20151,2838,771,3842,0.738677772,1
Kansas,KS,Rawlins,20153,1220,163,1472,0.828804348,1
Kansas,KS,Reno,20155,15513,6837,24210,0.640768278,1
Kansas,KS,Republic,20157,2024,375,2529,0.800316331,1
Kansas,KS,Rice,20159,2837,695,3804,0.745793901,1
Kansas,KS,Riley,20161,10107,9341,21532,0.46939439,1
Kansas,KS,Rooks,20163,2031,275,2419,0.839603142,1
Kansas,KS,Rush,20165,1197,233,1503,0.796407186,1
Kansas,KS,Russell,20167,2574,461,3193,0.806138428,1
Kansas,KS,Saline,20169,13828,6317,22064,0.626722263,1
Kansas,KS,Scott,20171,1865,236,2202,0.846957312,1
Kansas,KS,Sedgwick,20173,104353,69627,188783,0.552766933,1
Kansas,KS,Seward,20175,3159,1628,5038,0.627034538,1
Kansas,KS,Shawnee,20177,35934,33926,75406,0.476540328,1
Kansas,KS,Sheridan,20179,1197,127,1374,0.871179039,1
Kansas,KS,Sherman,20181,2089,347,2612,0.799770291,1
Kansas,KS,Smith,20183,1661,297,2042,0.813418217,1
Kansas,KS,Stafford,20185,1490,304,1896,0.785864979,1
Kansas,KS,Stanton,20187,492,115,637,0.772370487,1
Kansas,KS,Stevens,20189,1599,220,1891,0.845584347,1
Kansas,KS,Sumner,20191,6984,2076,9722,0.718370706,1
Kansas,KS,Thomas,20193,2908,473,3576,0.813199105,1
Kansas,KS,Trego,20195,1227,198,1482,0.827935223,1
Kansas,KS,Wabaunsee,20197,2372,776,3380,0.701775148,1
Kansas,KS,Wallace,20199,721,46,798,0.903508772,1
Kansas,KS,Washington,20201,2194,387,2765,0.793490054,1
Kansas,KS,Wichita,20203,769,140,956,0.804393305,1
Kansas,KS,Wilson,20205,2788,594,3591,0.776385408,1
Kansas,KS,Woodson,20207,1082,273,1443,0.74982675,1
Kansas,KS,Wyandotte,20209,15806,30146,48781,0.324019598,0
Kentucky,KY,Adair,21001,6637,1323,8233,0.806145998,1
Kentucky,KY,Allen,21003,6466,1349,8096,0.798666008,1
Kentucky,KY,Anderson,21005,8242,2634,11422,0.721589914,1
Kentucky,KY,Ballard,21007,3161,816,4101,0.770787613,1
Kentucky,KY,Barren,21009,13483,4275,18488,0.72928386,1
Kentucky,KY,Bath,21011,3082,1361,4587,0.671898845,1
Kentucky,KY,Bell,21013,7764,1720,9718,0.798929821,1
Kentucky,KY,Boone,21015,39082,15026,57618,0.678294977,1
Kentucky,KY,Bourbon,21017,5569,2791,8803,0.632625241,1
Kentucky,KY,Boyd,21019,13591,6021,20454,0.664466608,1
Kentucky,KY,Boyle,21021,8040,4281,12946,0.621041248,1
Kentucky,KY,Bracken,21023,2711,705,3527,0.768641905,1
Kentucky,KY,Breathitt,21025,3991,1537,5738,0.695538515,1
Kentucky,KY,Breckinridge,21027,6484,1960,8774,0.739001596,1
Kentucky,KY,Bullitt,21029,26210,8255,36069,0.726662785,1
Kentucky,KY,Butler,21031,4428,947,5576,0.794117647,1
Kentucky,KY,Caldwell,21033,4507,1260,5975,0.754309623,1
Kentucky,KY,Calloway,21035,10367,4749,16049,0.64595925,1
Kentucky,KY,Campbell,21037,25050,14658,42510,0.589273112,1
Kentucky,KY,Carlisle,21039,2094,432,2601,0.805074971,1
Kentucky,KY,Carroll,21041,2588,1106,3855,0.671335927,1
Kentucky,KY,Carter,21043,7587,2276,10278,0.738178634,1
Kentucky,KY,Casey,21045,5482,767,6439,0.851374437,1
Kentucky,KY,Christian,21047,14108,7188,22083,0.638862473,1
Kentucky,KY,Clark,21049,10710,4706,16205,0.660907127,1
Kentucky,KY,Clay,21051,5861,752,6767,0.86611497,1
Kentucky,KY,Clinton,21053,3809,547,4462,0.85365307,1
Kentucky,KY,Crittenden,21055,3290,617,4037,0.814961605,1
Kentucky,KY,Cumberland,21057,2502,459,3066,0.816046967,1
Kentucky,KY,Daviess,21059,28907,14163,45807,0.631060755,1
Kentucky,KY,Edmonson,21061,4135,979,5244,0.788520214,1
Kentucky,KY,Elliott,21063,2000,740,2855,0.700525394,1
Kentucky,KY,Estill,21065,4236,1108,5545,0.76393147,1
Kentucky,KY,Fayette,21067,56894,69778,136315,0.417371529,0
Kentucky,KY,Fleming,21069,4722,1348,6260,0.754313099,1
Kentucky,KY,Floyd,21071,11993,4015,16540,0.725090689,1
Kentucky,KY,Franklin,21073,11819,10717,23865,0.495244081,1
Kentucky,KY,Fulton,21075,1549,774,2382,0.650293871,1
Kentucky,KY,Gallatin,21077,2443,749,3338,0.731875374,1
Kentucky,KY,Garrard,21079,5904,1453,7623,0.774498229,1
Kentucky,KY,Grant,21081,7268,1910,9559,0.760330579,1
Kentucky,KY,Graves,21083,12671,3308,16606,0.763037456,1
Kentucky,KY,Grayson,21085,8219,1959,10576,0.777136914,1
Kentucky,KY,Green,21087,4372,832,5333,0.819801238,1
Kentucky,KY,Greenup,21089,11546,4146,16277,0.709344474,1
Kentucky,KY,Hancock,21091,2788,1244,4295,0.649126892,1
Kentucky,KY,Hardin,21093,26971,13944,43156,0.624965242,1
Kentucky,KY,Harlan,21095,9129,1372,10757,0.848656689,1
Kentucky,KY,Harrison,21097,5435,2031,7781,0.698496337,1
Kentucky,KY,Hart,21099,5320,1730,7264,0.732378855,1
Kentucky,KY,Henderson,21101,12159,6707,19710,0.616894977,1
Kentucky,KY,Henry,21103,4944,1828,7149,0.691565254,1
Kentucky,KY,Hickman,21105,1657,449,2157,0.768196569,1
Kentucky,KY,Hopkins,21107,15277,4310,20345,0.750897026,1
Kentucky,KY,Jackson,21109,4889,482,5501,0.8887475,1
Kentucky,KY,Jefferson,21111,143768,190836,353099,0.407160598,0
Kentucky,KY,Jessamine,21113,15474,6144,23326,0.663379919,1
Kentucky,KY,Johnson,21115,8043,1250,9572,0.840263268,1
Kentucky,KY,Kenton,21117,42958,24214,71998,0.596655463,1
Kentucky,KY,Knott,21119,4357,1245,5763,0.756029846,1
Kentucky,KY,Knox,21121,9885,1761,12012,0.822927073,1
Kentucky,KY,Larue,21123,4799,1278,6367,0.753730171,1
Kentucky,KY,Laurel,21125,20592,3440,24833,0.829219184,1
Kentucky,KY,Lawrence,21127,4816,1045,6042,0.797087057,1
Kentucky,KY,Lee,21129,2151,444,2667,0.806524184,1
Kentucky,KY,Leslie,21131,4015,400,4492,0.89381122,1
Kentucky,KY,Letcher,21133,7293,1542,9134,0.798445369,1
Kentucky,KY,Lewis,21135,4363,785,5298,0.823518309,1
Kentucky,KY,Lincoln,21137,7338,1865,9561,0.76749294,1
Kentucky,KY,Livingston,21139,3570,887,4645,0.768568353,1
Kentucky,KY,Logan,21141,7778,2755,10899,0.713643454,1
Kentucky,KY,Lyon,21143,2789,1045,3962,0.703937405,1
Kentucky,KY,McCracken,21145,20774,9134,31307,0.663557671,1
Kentucky,KY,McCreary,21147,5012,664,5776,0.867728532,1
Kentucky,KY,McLean,21149,3381,988,4566,0.740473062,1
Kentucky,KY,Madison,21151,23431,11793,37371,0.62698349,1
Kentucky,KY,Magoffin,21153,3824,1172,5116,0.747458952,1
Kentucky,KY,Marion,21155,5122,2679,8111,0.631488103,1
Kentucky,KY,Marshall,21157,12322,3672,16698,0.737932687,1
Kentucky,KY,Martin,21159,3503,363,3953,0.886162408,1
Kentucky,KY,Mason,21161,4944,1970,7219,0.684859399,1
Kentucky,KY,Meade,21163,8660,3026,12231,0.708036955,1
Kentucky,KY,Menifee,21165,2010,700,2779,0.723281756,1
Kentucky,KY,Mercer,21167,7740,2395,10585,0.731223429,1
Kentucky,KY,Metcalfe,21169,3491,976,4620,0.755627706,1
Kentucky,KY,Monroe,21171,4278,601,4991,0.857142857,1
Kentucky,KY,Montgomery,21173,7856,3158,11452,0.685993713,1
Kentucky,KY,Morgan,21175,3628,1006,4775,0.759790576,1
Kentucky,KY,Muhlenberg,21177,9393,3272,13060,0.719218989,1
Kentucky,KY,Nelson,21179,13431,6434,20802,0.645659071,1
Kentucky,KY,Nicholas,21181,1957,787,2841,0.688841957,1
Kentucky,KY,Ohio,21183,7942,2080,10398,0.763800731,1
Kentucky,KY,Oldham,21185,20469,10268,32853,0.623048123,1
Kentucky,KY,Owen,21187,3745,1062,5001,0.74885023,1
Kentucky,KY,Owsley,21189,1474,256,1759,0.837976123,1
Kentucky,KY,Pendleton,21191,4604,1164,6007,0.766439154,1
Kentucky,KY,Perry,21193,8158,2136,10572,0.771660991,1
Kentucky,KY,Pike,21195,19747,4280,24665,0.800608149,1
Kentucky,KY,Powell,21197,3513,1272,4957,0.708694775,1
Kentucky,KY,Pulaski,21199,22902,4208,28041,0.816732641,1
Kentucky,KY,Robertson,21201,759,222,1013,0.749259625,1
Kentucky,KY,Rockcastle,21203,5609,915,6691,0.838290241,1
Kentucky,KY,Rowan,21205,5174,3295,8848,0.584764919,1
Kentucky,KY,Russell,21207,6863,1093,8174,0.839613408,1
Kentucky,KY,Scott,21209,15052,7715,24200,0.621983471,1
Kentucky,KY,Shelby,21211,13196,6276,20580,0.641205053,1
Kentucky,KY,Simpson,21213,5077,2144,7531,0.67414686,1
Kentucky,KY,Spencer,21215,7196,1921,9515,0.756279559,1
Kentucky,KY,Taylor,21217,8320,2553,11306,0.735892446,1
Kentucky,KY,Todd,21219,3612,1042,4779,0.755806654,1
Kentucky,KY,Trigg,21221,4931,1587,6751,0.73041031,1
Kentucky,KY,Trimble,21223,2771,879,3798,0.729594523,1
Kentucky,KY,Union,21225,4701,1331,6211,0.75688295,1
Kentucky,KY,Warren,21227,28673,16966,48454,0.59175713,1
Kentucky,KY,Washington,21229,4013,1420,5636,0.712029808,1
Kentucky,KY,Wayne,21231,6371,1431,7992,0.797172172,1
Kentucky,KY,Webster,21233,4397,1240,5805,0.757450474,1
Kentucky,KY,Whitley,21235,11312,2067,13774,0.821257442,1
Kentucky,KY,Wolfe,21237,1804,753,2635,0.684629981,1
Kentucky,KY,Woodford,21239,7697,4958,13563,0.567499816,1
Louisiana,LA,Acadia,22001,21162,5638,27389,0.772645953,1
Louisiana,LA,Allen,22003,6867,2106,9245,0.742779881,1
Louisiana,LA,Ascension,22005,36143,16476,54678,0.661015399,1
Louisiana,LA,Assumption,22007,6714,3931,10904,0.615737344,1
Louisiana,LA,Avoyelles,22009,11165,5035,16586,0.673158085,1
Louisiana,LA,Beauregard,22011,12238,2393,15078,0.811646107,1
Louisiana,LA,Bienville,22013,3756,3129,7005,0.536188437,1
Louisiana,LA,Bossier,22015,35474,12641,49848,0.711643396,1
Louisiana,LA,Caddo,22017,49006,53483,105804,0.463177196,0
Louisiana,LA,Calcasieu,22019,54191,26296,83785,0.646786418,1
Louisiana,LA,Caldwell,22021,3822,788,4692,0.814578005,1
Louisiana,LA,Cameron,22023,3256,323,3692,0.881906826,1
Louisiana,LA,Catahoula,22025,3479,1322,4856,0.716433278,1
Louisiana,LA,Claiborne,22027,3585,2717,6421,0.558324249,1
Louisiana,LA,Concordia,22029,5477,3272,8872,0.617335437,1
Louisiana,LA,De Soto,22031,8068,5165,13500,0.59762963,1
Louisiana,LA,East Baton Rouge,22033,84660,102828,196491,0.430859429,0
Louisiana,LA,East Carroll,22035,1059,1838,2939,0.360326642,0
Louisiana,LA,East Feliciana,22037,5569,4235,10042,0.554570803,1
Louisiana,LA,Evangeline,22039,10360,4208,14882,0.696142992,1
Louisiana,LA,Franklin,22041,6514,2506,9162,0.710980135,1
Louisiana,LA,Grant,22043,7408,1181,8821,0.83981408,1
Louisiana,LA,Iberia,22045,20903,10698,32454,0.644080853,1
Louisiana,LA,Iberville,22047,7320,8324,16043,0.456273764,0
Louisiana,LA,Jackson,22049,5169,2139,7464,0.692524116,1
Louisiana,LA,Jefferson,22051,100398,73670,181639,0.552733719,1
Louisiana,LA,Jefferson Davis,22053,10775,3080,14277,0.754710373,1
Louisiana,LA,Lafayette,22055,68195,32726,105603,0.645767639,1
Louisiana,LA,Lafourche,22057,31959,8423,41645,0.767415056,1
Louisiana,LA,La Salle,22059,5836,605,6569,0.888415284,1
Louisiana,LA,Lincoln,22061,10761,7107,18669,0.576410092,1
Louisiana,LA,Livingston,22063,48824,6950,57730,0.845730123,1
Louisiana,LA,Madison,22065,1927,2744,4732,0.407227388,0
Louisiana,LA,Morehouse,22067,6502,5155,11852,0.548599393,1
Louisiana,LA,Natchitoches,22069,8968,7144,16621,0.53955839,1
Louisiana,LA,Orleans,22071,24292,133996,165812,0.146503269,0
Louisiana,LA,Ouachita,22073,41734,24428,68017,0.613581899,1
Louisiana,LA,Plaquemines,22075,6900,3347,10573,0.652605694,1
Louisiana,LA,Pointe Coupee,22077,6789,4764,11761,0.577246833,1
Louisiana,LA,Rapides,22079,36816,18322,56844,0.6476673,1
Louisiana,LA,Red River,22081,2391,1938,4422,0.540705563,1
Louisiana,LA,Richland,22083,6287,3157,9597,0.655100552,1
Louisiana,LA,Sabine,22085,7879,1703,9787,0.805047512,1
Louisiana,LA,St. Bernard,22087,10237,4960,15815,0.64729687,1
Louisiana,LA,St. Charles,22089,16621,8559,26192,0.634583079,1
Louisiana,LA,St. Helena,22091,2497,3353,5964,0.418678739,0
Louisiana,LA,St. James,22093,5456,6418,12085,0.451468763,0
Louisiana,LA,St. John the Baptist,22095,7569,12661,20743,0.364894181,0
Louisiana,LA,St. Landry,22097,21971,17209,39977,0.549591015,1
Louisiana,LA,St. Martin,22099,16873,8266,25750,0.655262136,1
Louisiana,LA,St. Mary,22101,14359,8050,22877,0.62766097,1
Louisiana,LA,St. Tammany,22103,90915,27717,124392,0.730874976,1
Louisiana,LA,Tangipahoa,22105,33959,16878,52416,0.647874695,1
Louisiana,LA,Tensas,22107,1182,1332,2548,0.46389325,0
Louisiana,LA,Terrebonne,22109,31902,10665,43896,0.726763259,1
Louisiana,LA,Union,22111,7972,2691,10894,0.731778961,1
Louisiana,LA,Vermilion,22113,20063,4857,25632,0.782732522,1
Louisiana,LA,Vernon,22115,13471,2665,16633,0.80989599,1
Louisiana,LA,Washington,22117,12556,5692,18628,0.674039081,1
Louisiana,LA,Webster,22119,11542,6260,18145,0.636098099,1
Louisiana,LA,West Baton Rouge,22121,6927,5383,12712,0.544918188,1
Louisiana,LA,West Carroll,22123,3970,715,4759,0.834208867,1
Louisiana,LA,West Feliciana,22125,3390,2248,5799,0.584583549,1
Louisiana,LA,Winn,22127,4608,1644,6372,0.723163842,1
Maine,ME,Androscoggin,23001,28227,23009,55601,0.507670725,1
Maine,ME,Aroostook,23003,19419,13386,35097,0.553295153,1
Maine,ME,Cumberland,23005,57709,102981,171818,0.335872842,0
Maine,ME,Franklin,23007,7918,7016,16488,0.480228045,1
Maine,ME,Hancock,23009,13705,16117,32130,0.426548397,0
Maine,ME,Kennebec,23011,31675,29302,66208,0.478416506,1
Maine,ME,Knox,23013,9148,12443,23147,0.395213203,0
Maine,ME,Lincoln,23015,9727,10241,21503,0.452355485,0
Maine,ME,Oxford,23017,16210,12172,31201,0.51953463,1
Maine,ME,Penobscot,23019,41622,32838,80540,0.51678669,1
Maine,ME,Piscataquis,23021,5406,3098,9182,0.588760619,1
Maine,ME,Sagadahoc,23023,9304,10664,21616,0.43042191,0
Maine,ME,Somerset,23025,15001,9092,26064,0.575544813,1
Maine,ME,Waldo,23027,10378,10440,22707,0.457039679,0
Maine,ME,Washington,23029,9093,6075,16365,0.55563703,1
Maine,ME,York,23031,50403,55844,114274,0.44107146,0
Maryland,MD,Allegany,24001,21270,7875,30654,0.693873556,1
Maryland,MD,Anne Arundel,24003,122403,128419,270081,0.453208482,0
Maryland,MD,Baltimore,24005,149477,218412,390682,0.38260529,0
Maryland,MD,Calvert,24009,26176,18225,47408,0.552143098,1
Maryland,MD,Caroline,24011,9368,4009,14113,0.663785163,1
Maryland,MD,Carroll,24013,58215,26567,91848,0.633818918,1
Maryland,MD,Cecil,24015,28868,13650,45269,0.637699088,1
Maryland,MD,Charles,24017,25614,49341,78303,0.327113904,0
Maryland,MD,Dorchester,24019,8413,6245,15225,0.552577997,1
Maryland,MD,Frederick,24021,59522,56522,125677,0.473610923,1
Maryland,MD,Garrett,24023,10776,2567,14011,0.769109985,1
Maryland,MD,Harford,24025,77860,47077,133672,0.582470525,1
Maryland,MD,Howard,24027,47484,102597,162193,0.292762326,0
Maryland,MD,Kent,24029,4876,4575,10021,0.486578186,1
Maryland,MD,Montgomery,24031,92704,357837,478873,0.193587861,0
Maryland,MD,Prince George's,24033,32811,344049,390385,0.084047799,0
Maryland,MD,Queen Anne's,24035,16993,7973,26523,0.640689213,1
Maryland,MD,St. Mary's,24037,28663,17534,49842,0.575077244,1
Maryland,MD,Somerset,24039,5341,4196,9900,0.539494949,1
Maryland,MD,Talbot,24041,10724,8653,20553,0.521772977,1
Maryland,MD,Washington,24043,40998,21129,65991,0.621266536,1
Maryland,MD,Wicomico,24045,22198,18050,42547,0.521728912,1
Maryland,MD,Worcester,24047,17210,9753,28273,0.608707955,1
Maryland,MD,Baltimore City,24510,25205,202673,239402,0.105283164,0
Massachusetts,MA,Barnstable,25001,54099,72430,133862,0.404140085,0
